ID,成语,拼音,释义,例句,出处,来源说明,许可证,自动审核结果,人工审核状态
source-048,安分守己,ān fèn shǒu jǐ,分本分。规矩老实，守本分，不做违法的事。,从此养好了，可要安分守己，再别胡行乱闹了。★清·曹雪芹《红楼梦》第七十二回,宋·袁文《翁牖闲评》八彼安分守己，恬于进取者，方且以道义自居，其肯如此侥幸乎？”,crazywhalecc/idiom-database · MIT · 数据说明来自 pwxcoo/chinese-xinhua；原始文件：https://raw.githubusercontent.com/crazywhalecc/idiom-database/master/data/idiom.json,MIT（以源仓库声明为准）,四字词、拼音字段、释义字段、重复项检查通过,自动二审通过，待人工终审
source-049,安富恤贫,ān fù xù pín,恤救济。使富有的人安定，贫穷的人得到救济。,各国都应采取一些～的措施，以保障社会的安定。,《周礼·地官·大司徒》以保息六养万民一曰慈幼，二曰养老，三曰振穷，四曰恤贫，五曰宽疾，六曰安富。”,crazywhalecc/idiom-database · MIT · 数据说明来自 pwxcoo/chinese-xinhua；原始文件：https://raw.githubusercontent.com/crazywhalecc/idiom-database/master/data/idiom.json,MIT（以源仓库声明为准）,四字词、拼音字段、释义字段、重复项检查通过,自动二审通过，待人工终审
source-050,安富恤穷,ān fù xù qióng,安定富有者，振济贫苦者。指统治者治国安民之道。,损不失富，优可赈穷，此乃古者～之善经，不可舍也。★唐·陆贽《均节赋税恤百姓六条》六,《周礼·地官·大司徒》以保息六养万民一曰慈幼，二曰养老，三曰振穷，四曰恤贫，五曰宽疾，六曰安富。”,crazywhalecc/idiom-database · MIT · 数据说明来自 pwxcoo/chinese-xinhua；原始文件：https://raw.githubusercontent.com/crazywhalecc/idiom-database/master/data/idiom.json,MIT（以源仓库声明为准）,四字词、拼音字段、释义字段、重复项检查通过,自动二审通过，待人工终审
source-051,安富尊荣,ān fù zūn róng,安安逸；富富有；尊尊贵；荣荣耀。安定富足，尊贵荣华。也指安于富裕安乐的生活。,主仆上下都是～，运筹谋画的竟无一个。★清·曹雪芹《红楼梦》第二回,《孟子·尽心上》君子居是国也，其君用之，则安富尊荣。”,crazywhalecc/idiom-database · MIT · 数据说明来自 pwxcoo/chinese-xinhua；原始文件：https://raw.githubusercontent.com/crazywhalecc/idiom-database/master/data/idiom.json,MIT（以源仓库声明为准）,四字词、拼音字段、释义字段、重复项检查通过,自动二审通过，待人工终审
source-052,安居乐业,ān jū lè yè,安安定；乐喜爱，愉快；业职业。指安定愉快地生活和劳动。,一家正～，不想安禄山兵乱，潼关失守，天子西幸。★明·冯梦龙《醒世恒言》卷六,《老子》第八十章民各甘其食，美其服，安其俗，乐其业，至老死不相往来。”《汉书·货殖列传》各安其居而乐其业，甘其食而美其服。”,crazywhalecc/idiom-database · MIT · 数据说明来自 pwxcoo/chinese-xinhua；原始文件：https://raw.githubusercontent.com/crazywhalecc/idiom-database/master/data/idiom.json,MIT（以源仓库声明为准）,四字词、拼音字段、释义字段、重复项检查通过,自动二审通过，待人工终审
source-053,安老怀少,ān lǎo huái shào,安安顿；怀关怀。尊重老人，使其安逸；关怀年轻人，使其信服。,诚为枉法营私，原王章所不宥；要知～，亦圣道之大同。★清·文康《儿女英雄传》第三十五回,《论语·公冶长》子路曰‘原闻子之志。’子曰‘老者安之，朋友信之，少者怀之。’”,crazywhalecc/idiom-database · MIT · 数据说明来自 pwxcoo/chinese-xinhua；原始文件：https://raw.githubusercontent.com/crazywhalecc/idiom-database/master/data/idiom.json,MIT（以源仓库声明为准）,四字词、拼音字段、释义字段、重复项检查通过,自动二审通过，待人工终审
source-054,安民告示,ān mín gào shì,安定人心的布告。现也指把要商量的或要办的事情预先通知大家。,开会要事先通知，像出～一样，让大家知道要讨论什么问题，解决什么问题，并且早做准备。★毛泽东《党委会的工作方法》,清·金念劬《避兵十日记》嘱两县速出安民告示，谕令店铺照常开张。”,crazywhalecc/idiom-database · MIT · 数据说明来自 pwxcoo/chinese-xinhua；原始文件：https://raw.githubusercontent.com/crazywhalecc/idiom-database/master/data/idiom.json,MIT（以源仓库声明为准）,四字词、拼音字段、释义字段、重复项检查通过,自动二审通过，待人工终审
source-055,安内攘外,ān nèi rǎng wài,攘排除。原就药的疗效而言◇多指安定内部，排除外患。,～之大经，富国强兵之远略。★孙中山《上李鸿章书》,汉·张仲景《伤寒论·太阳病上》甘草甘平，有安内攘外之能。”,crazywhalecc/idiom-database · MIT · 数据说明来自 pwxcoo/chinese-xinhua；原始文件：https://raw.githubusercontent.com/crazywhalecc/idiom-database/master/data/idiom.json,MIT（以源仓库声明为准）,四字词、拼音字段、释义字段、重复项检查通过,自动二审通过，待人工终审
source-056,安贫乐道,ān pín lè dào,道主张，思想。安于贫穷，以坚持自己的信念为乐。旧时士大夫所主张的为人处世之道。,劝人～是古今治国平天下的大经络，开过的方子也很多，但都没有十全大补的功效。★鲁迅《花边文学·安贫乐道法》,《后汉书·杨彪传》安贫乐道，恬于进趣，三辅诸儒莫不慕仰之。”,crazywhalecc/idiom-database · MIT · 数据说明来自 pwxcoo/chinese-xinhua；原始文件：https://raw.githubusercontent.com/crazywhalecc/idiom-database/master/data/idiom.json,MIT（以源仓库声明为准）,四字词、拼音字段、释义字段、重复项检查通过,自动二审通过，待人工终审
source-057,安然无恙,ān rán wú yàng,恙病。原指人平安没有疾病。现泛指事物平安未遭损害。,只求处士每岁元旦，作一朱幡，上图日月五星之文，立于苑东，吾辈则安然无恙矣。★明·冯梦龙《醒世恒言》第四卷,《战国策·齐策》岁亦无恙耶？民亦无恙耶？王亦无恙耶？。”,crazywhalecc/idiom-database · MIT · 数据说明来自 pwxcoo/chinese-xinhua；原始文件：https://raw.githubusercontent.com/crazywhalecc/idiom-database/master/data/idiom.json,MIT（以源仓库声明为准）,四字词、拼音字段、释义字段、重复项检查通过,自动二审通过，待人工终审
source-058,安忍无亲,ān rěn wú qīn,安忍习于残忍，不以为异。安心于做残忍的事情，因而无所谓亲人。,李世绩之～也，置父于窦建德之刃下而不恤。★清·王夫之《读通鉴论·唐高宗》,《左传·隐公四年》夫州吁阻兵而安忍。阻兵无众，安忍无亲。众叛亲离，难以济矣。”,crazywhalecc/idiom-database · MIT · 数据说明来自 pwxcoo/chinese-xinhua；原始文件：https://raw.githubusercontent.com/crazywhalecc/idiom-database/master/data/idiom.json,MIT（以源仓库声明为准）,四字词、拼音字段、释义字段、重复项检查通过,自动二审通过，待人工终审
source-059,安如盘石,ān rú pán shí,安安稳；盘石大石头。像盘石一样安稳不动。形容非常稳固，不可动摇。,立宪国皇室所以～者，道皆在是也。★清·梁启超《责任内阁释义》,荀况《荀子·富国》为名者否，为利者否，为忿者否，则国安于盘石，寿于旗翼。,crazywhalecc/idiom-database · MIT · 数据说明来自 pwxcoo/chinese-xinhua；原始文件：https://raw.githubusercontent.com/crazywhalecc/idiom-database/master/data/idiom.json,MIT（以源仓库声明为准）,四字词、拼音字段、释义字段、重复项检查通过,自动二审通过，待人工终审
source-060,安如磐石,ān rú pán shí,磐石大石头。如同磐石一般安然不动。形容非常稳固。,立宪国皇室所以～，道皆在是也。★清·梁启超《责任内阁释义》,《荀子·富国》为名者否，为利者否，为忿者否，则国安于磐石，寿于旗翼。”,crazywhalecc/idiom-database · MIT · 数据说明来自 pwxcoo/chinese-xinhua；原始文件：https://raw.githubusercontent.com/crazywhalecc/idiom-database/master/data/idiom.json,MIT（以源仓库声明为准）,四字词、拼音字段、释义字段、重复项检查通过,自动二审通过，待人工终审
source-061,安身立命,ān shēn lì mìng,安身在某处安下身来；立命精神有所寄托。指生活有着落，精神有所寄托。,那里是镇守边庭，用人之际，足可以～。★明·施耐庵《水浒全传》第二回,宋·释道原《景德传灯录》卷十僧问‘学人不据地时如何？’师云‘汝向什么处安身立命？’”,crazywhalecc/idiom-database · MIT · 数据说明来自 pwxcoo/chinese-xinhua；原始文件：https://raw.githubusercontent.com/crazywhalecc/idiom-database/master/data/idiom.json,MIT（以源仓库声明为准）,四字词、拼音字段、释义字段、重复项检查通过,自动二审通过，待人工终审
source-062,安土重迁,ān tǔ zhòng qiān,土乡土；重看得重，不轻易。安于本乡本土，不愿轻易迁移。,自古道～。”说了离乡背井，那一个不怕的。★明·冯梦龙《东周列国志》第七十八回,《汉书·元帝纪》安土重迁，黎民之性；骨肉相附，人情所愿也。”,crazywhalecc/idiom-database · MIT · 数据说明来自 pwxcoo/chinese-xinhua；原始文件：https://raw.githubusercontent.com/crazywhalecc/idiom-database/master/data/idiom.json,MIT（以源仓库声明为准）,四字词、拼音字段、释义字段、重复项检查通过,自动二审通过，待人工终审
source-063,安危相易,ān wēi xiāng yì,易变易，转变。平安与危难互为因果，相互转换。,～，祸福相生”，事之由妄想而成者，岂独胚胎然哉？★章炳麟《菌说》,《庄子·则阳》安危相易，祸福相生，缓解相摩，聚散以成。此名实之可纪，精微之可志也。”,crazywhalecc/idiom-database · MIT · 数据说明来自 pwxcoo/chinese-xinhua；原始文件：https://raw.githubusercontent.com/crazywhalecc/idiom-database/master/data/idiom.json,MIT（以源仓库声明为准）,四字词、拼音字段、释义字段、重复项检查通过,自动二审通过，待人工终审
source-064,安心乐意,ān xīn lè yì,原指心情安宁，情绪愉快◇多指内心情愿，十分愉快。,自己便～，在寺里住下。★清·吴趼人《九命奇冤》第二十五回,清·曹雪芹《红楼梦》第一百十四回我看二嫂子如今倒是安心乐意的孝敬我妈妈，比亲媳妇还强十倍呢。”,crazywhalecc/idiom-database · MIT · 数据说明来自 pwxcoo/chinese-xinhua；原始文件：https://raw.githubusercontent.com/crazywhalecc/idiom-database/master/data/idiom.json,MIT（以源仓库声明为准）,四字词、拼音字段、释义字段、重复项检查通过,自动二审通过，待人工终审
source-065,安营下寨,ān yíng xià zhài,安、下建立，安置；寨防守用的栅栏。指部队驻扎下来。也比喻建立临时的劳动或工作基地。,操曰吾料吕布有勇无谋，不足虑也。”教且～，再做商议。★明·罗贯中《三国演义》第十一回,元·无名氏《千里独行》杂剧楔子今领十万雄兵，来到这里，离徐州不远，清风岭安营下寨。”,crazywhalecc/idiom-database · MIT · 数据说明来自 pwxcoo/chinese-xinhua；原始文件：https://raw.githubusercontent.com/crazywhalecc/idiom-database/master/data/idiom.json,MIT（以源仓库声明为准）,四字词、拼音字段、释义字段、重复项检查通过,自动二审通过，待人工终审
source-066,安营扎寨,ān yíng zhā zhài,安、扎建立，安置；寨防守用的栅栏。指部队驻扎下来。也比喻建立临时的劳动或工作基地。,打什么地方进兵，打什么地方退兵，什么地方可以～，什么地方可以埋伏，指手画脚的讲了一通。★清·李宝嘉《官场现形记》第十四回,元·无名氏《两军师隔江斗智》第二折这周瑜匹夫，累累兴兵来索瘸荆州地面，如今在柴桑渡口安营扎寨，其意非小。”,crazywhalecc/idiom-database · MIT · 数据说明来自 pwxcoo/chinese-xinhua；原始文件：https://raw.githubusercontent.com/crazywhalecc/idiom-database/master/data/idiom.json,MIT（以源仓库声明为准）,四字词、拼音字段、释义字段、重复项检查通过,自动二审通过，待人工终审
source-067,安枕而卧,ān zhěn ér wò,放好枕头睡大觉。比喻太平无事，不必担忧。,孔子见疏，必弃鲁国而适他国，君可～矣。★明·冯梦龙《东周列国志》第七十九回,《史记·黥英列传》使布出于上计，山东非汉之有也；出于中计，胜败之数未可知也；出于下计，陛下安枕而卧矣。”,crazywhalecc/idiom-database · MIT · 数据说明来自 pwxcoo/chinese-xinhua；原始文件：https://raw.githubusercontent.com/crazywhalecc/idiom-database/master/data/idiom.json,MIT（以源仓库声明为准）,四字词、拼音字段、释义字段、重复项检查通过,自动二审通过，待人工终审
